Title,Author,Location,Highlight
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3449,"Inertia due to obsolete or inappropriate routines can be fixed. The barriers are the perceptions of top management. If senior leaders become convinced that new routines are essential, change can be quick. The standard instruments are hiring managers from firms using better methods, acquiring a firm with superior methods, using consultants, or simply redesigning the firm’s routines."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3497,"The first step in breaking organizational culture inertia is simplification. This helps to eliminate the complex routines, processes, and hidden bargains among units that mask waste and inefficiency. Strip out excess layers of administration and halt nonessential operations—sell them off, close them down, spin them off, or outsource the services. Coordinating committees and a myriad of complex initiatives need to be disbanded. The simpler structure will begin to illuminate obsolete units, inefficiency, and simple bad behavior that was hidden from sight by complex overlays of administration and self-interest."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3501,"After the first round of simplification, it may be necessary to fragment the operating units. This will be the case when units do not need to work in close coordination—when they are basically separable. Such fragmentation breaks political coalitions, cuts the comfort of cross-subsidies, and exposes a larger number of smaller units to leadership’s scrutiny of their operations and performance."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3504,"After this round of fragmentation, and more simplification, it is necessary to perform a triage. Some units will be closed, some will be repaired, and some will form the nuclei of a new structure. The triage must be based on both performance and culture—you cannot afford to have a high-performing unit with a terrible culture infect the others. The “repair” third of the triaged units must then be put through individual transformation and renewal maneuvers."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3507,"Changing a unit’s culture means changing its members’ work norms and work-related values. These norms are established, held, and enforced daily by small social groups that take their cue from the group’s high-status member—the alpha."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3509,"In general, to change the group’s norms, the alpha member must be replaced by someone who expresses different norms and values. All this is speeded along if a challenging goal is set. The purpose of the challenge is not performance per se, but building new work habits and routines within the unit."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3514,A lack of response is not always an indication of sticky routines or a frozen culture. A business may choose to not respond to change or attack because responding would undermine still-valuable streams of profit.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3515,Those streams of profit persist because of their customers’ inertia—a form of inertia by proxy.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3539,Inertia by proxy disappears when the organization decides that adapting to changed circumstances is more important than hanging on to old profit streams.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3544,ENTROPY
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3547,"one can sense a business firm that has not been carefully managed. Its product line grows less focused; prices are set low to please the sales department, and shipping schedules are too long, pleasing only the factory. Profits are taken home as bonuses to executives whose only accomplishment is outdoing the executive next door in internal competition over the bounty of luck and history."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3550,"Entropy is a great boon to management and strategy consultants. Despite all the high-level concepts consultants advertise, the bread and butter of every consultant’s business is undoing entropy—cleaning up the debris and weeds that grow in every organizational garden."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3571,"The chart I prepared for Carl and Mariah Denton is reproduced on the following page. To build this chart I ranked outlets in order of their gains to operating, with outlet 1 having the highest and 28 having the lowest. The bars show, for each rank, the cumulative gain to operating all of the outlets at that rank or better."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3574,"Thus, the first bar on the left represents the best outlet in the chain—its GTO was $1.05 million per year. The next bar represents the GTO of outlet 1 plus that of outlet 2, a total cumulative GTO of $1.05 + 0.63 = $1.68 million. The third best outlet earned $0.5 million, so the third bar shows the cumulative GTO of outlets 1, 2, and 3 (1.05 + 0.68 + 0.5 = $2.18 million). Outlets 4 through 14 added another $2.5 million to the cumulative total, bringing it up to $4.68 million. But, beginning with outlet 15, negative GTOs begin to drag down the cumulative total. In fact, the negative GTOs of outlets 15 through 28 summed to negative $4.4 million, almost totally canceling out the contributions of the positive GTO stores. As you can see, the number one outlet’s GTO was higher than that of the whole chain of twenty-eight!"
